2022-02-21 16:40:00,1.00501
2022-02-21 16:40:03,0.999401
2022-02-21 16:40:06,1.00257
2022-02-21 16:40:07,1.00306
2022-02-21 16:40:07,1.00208
2022-02-21 16:40:07,1.00086
2022-02-21 16:40:09,1.00257
2022-02-21 16:40:10,1.00038
2022-02-21 16:40:11,1.00062
2022-02-21 16:40:11,1.00208
2022-02-21 16:40:11,1.00062
2022-02-21 16:40:13,1.00062
2022-02-21 16:40:14,1.00281
2022-02-21 16:40:14,1.00306
2022-02-21 16:40:14,1.00208
2022-02-21 16:40:14,1.00159
2022-02-21 16:40:14,0.999888
2022-02-21 16:40:14,1.00208
2022-02-21 16:40:15,1.00086
2022-02-21 16:40:15,1.00062
2022-02-21 16:40:16,1.00038
2022-02-21 16:40:16,1.00159
2022-02-21 16:40:17,1.00233
2022-02-21 16:40:17,1.00452
2022-02-21 16:40:17,1.00208
2022-02-21 16:40:17,0.999401
2022-02-21 16:40:17,1.08616
2022-02-21 16:40:17,0.99209
2022-02-21 16:40:17,1.00403
2022-02-21 16:40:17,1.00281
2022-02-21 16:40:19,1.00208
2022-02-21 16:40:23,1.00159
2022-02-21 16:40:23,1.00354
2022-02-21 16:40:23,1.00062
2022-02-21 16:40:23,1.00086
2022-02-21 16:40:23,1.00233
2022-02-21 16:40:23,1.00111
2022-02-21 16:40:23,1.00281
2022-02-21 16:40:23,0.999888
2022-02-21 16:40:24,1.0033
2022-02-21 16:40:24,1.00135
2022-02-21 16:40:24,1.00233
2022-02-21 16:40:27,1.00135
2022-02-21 16:40:31,1.00306
2022-02-21 16:40:31,1.00281
2022-02-21 16:40:31,1.00452
2022-02-21 16:40:31,1.00208
2022-02-21 16:40:31,1.00476
2022-02-21 16:40:31,1.00086
2022-02-21 16:40:31,1.00184
2022-02-21 16:40:32,1.00135
2022-02-21 16:40:32,1.00111
2022-02-21 16:40:32,1.00111
2022-02-21 16:40:33,1.00403
2022-02-21 16:40:37,1.00208
2022-02-21 16:40:37,1.0033
2022-02-21 16:40:38,1.00427
2022-02-21 16:40:38,1.00038
2022-02-21 16:40:38,1.00257
2022-02-21 16:40:38,1.00086
2022-02-21 16:40:38,1.00086
2022-02-21 16:40:38,1.00257
2022-02-21 16:40:38,1.00135
2022-02-21 16:40:39,1.00452
2022-02-21 16:40:40,1.00281
2022-02-21 16:40:44,1.00184
2022-02-21 16:40:44,1.00062
2022-02-21 16:40:44,1.00208
2022-02-21 16:40:44,1.00208
2022-02-21 16:40:44,1.00159
2022-02-21 16:40:46,1.00257
2022-02-21 16:40:46,1.00208
2022-02-21 16:40:46,1.00111
2022-02-21 16:40:46,1.00159
2022-02-21 16:40:46,1.00038
2022-02-21 16:40:46,1.00062
2022-02-21 16:40:46,1.00086
2022-02-21 16:40:46,1.00038
2022-02-21 16:40:46,1.00062
2022-02-21 16:40:46,1.00086
2022-02-21 16:40:46,1.00159
2022-02-21 16:40:46,0.999888
2022-02-21 16:40:46,1.00086
2022-02-21 16:40:47,1.00233
2022-02-21 16:40:47,1.00062
2022-02-21 16:40:47,1.00111
2022-02-21 16:40:47,1.00135
2022-02-21 16:40:47,1.00038
2022-02-21 16:40:47,1.00111
2022-02-21 16:40:47,1.00086
2022-02-21 16:40:47,1.00086
2022-02-21 16:40:47,0.999888
2022-02-21 16:40:47,1.00135
2022-02-21 16:40:47,1.00111
2022-02-21 16:40:47,1.00135
2022-02-21 16:40:47,1.00086
2022-02-21 16:40:47,1.00208
2022-02-21 16:40:47,1.00111
2022-02-21 16:40:47,1.00038
2022-02-21 16:40:47,0.999888
2022-02-21 16:40:47,1.00135
2022-02-21 16:40:47,0.999401
2022-02-21 16:40:47,1.00111
2022-02-21 16:40:47,1.00159
2022-02-21 16:40:47,1.00013
2022-02-21 16:40:47,1.00135
2022-02-21 16:40:48,0.999644
2022-02-21 16:40:48,1.00086
2022-02-21 16:40:48,1.00159
2022-02-21 16:40:48,0.999888
2022-02-21 16:40:48,1.00062
2022-02-21 16:40:48,0.999644
2022-02-21 16:40:48,1.00159
2022-02-21 16:40:48,1.00281
2022-02-21 16:40:48,1.00111
2022-02-21 16:40:48,1.00281
2022-02-21 16:40:48,1.00111
2022-02-21 16:40:48,1.00062
2022-02-21 16:40:48,0.999888
2022-02-21 16:40:48,1.00062
2022-02-21 16:40:48,1.00281
2022-02-21 16:40:48,1.00086
2022-02-21 16:40:48,1.00257
2022-02-21 16:40:48,1.00062
2022-02-21 16:40:48,1.00184
2022-02-21 16:40:48,1.00086
2022-02-21 16:40:48,1.00184
2022-02-21 16:40:48,1.00208
2022-02-21 16:40:48,0.999644
2022-02-21 16:40:48,1.00233
2022-02-21 16:40:48,1.00159
2022-02-21 16:40:49,1.00062
2022-02-21 16:40:49,1.00013
2022-02-21 16:40:49,1.00135
